RestaurantID,restaurantnameCustom,CountryName,City,Cuisine ,Dateopening,Yearopening,Monthopening,Quarteropening, Monthnames,WeekdayNo,Weekdayname,FinancialMonth,FinancialQuarter,Average_Cost_for_two_in_Dollar,Rating,Has_Table_booking,Has_Online_delivery,Bucket_range,code_for_ range
7101081,Charley Noble Eatery  Bar,New Zealand,Wellington City,European,2016-09-12,2016,9,3,September,1,Monday,6,2,66,4.3,No,No,morethan 25,5
404,Yo China,India,New Delhi,Chinese,2012-06-18,2012,6,2,June,1,Monday,3,1,10.8,2,Yes,Yes,10 to 15,3
18218321,MajliseMughal,India,New Delhi,Mughlai,2014-06-14,2014,6,2,June,6,Saturday,3,1,10.8,3.5,Yes,Yes,10 to 15,3
18287378,Chily Hut,India,New Delhi,Chinese North Indian,2014-06-25,2014,6,2,June,3,Wednesday,3,1,9,3.2,No,No,5 to 10,2
310816,NYCPIE,India,New Delhi,Italian Pizza,2014-05-25,2014,5,2,May,7,Sunday,2,1,10.8,3.8,Yes,Yes,10 to 15,3
3167,Darbar E Awadh,India,New Delhi,North Indian Mughlai,2013-05-07,2013,5,2,May,2,Tuesday,2,1,9,3.2,No,No,5 to 10,2
3814,Al Zaitoon,India,New Delhi,Lebanese Mediterranean Arabian,2015-05-06,2015,5,2,May,3,Wednesday,2,1,10.2,3.5,No,Yes,10 to 15,3
5602942,Crafted Blends,United Arab Emirates,Sharjah,Cafe,2017-04-20,2017,4,2,April,4,Thursday,1,1,29.7,4.2,No,No,morethan 25,5
18255631,Pier 70,Australia,Paynesville,Modern Australian,2013-04-04,2013,4,2,April,4,Thursday,1,1,120,2.6,No,No,lessthan 5,5
18456764,Karate Kitchen,India,New Delhi,Asian Chinese Thai,2011-05-16,2011,5,2,May,1,Monday,2,1,11.4,4.4,No,Yes,10 to 15,3
5600457,Gazebo,United Arab Emirates,Sharjah,Indian Mughlai South Indian Biryani,2012-01-02,2012,1,1,January,1,Monday,10,4,32.4,4.1,No,Yes,morethan 25,5
18380149,The Heroes Bistro  Bar,India,New Delhi,Continental,2011-05-22,2011,5,2,May,7,Sunday,2,1,10.8,4,Yes,No,10 to 15,3
18481309,Spezia Deliveries,India,New Delhi,North Indian Continental Chinese,2011-05-08,2011,5,2,May,7,Sunday,2,1,10.8,1,No,No,10 to 15,3
652,Cafe Coffee Day  The Lounge,India,New Delhi,Cafe,2013-05-14,2013,5,2,May,2,Tuesday,2,1,9,2.6,No,No,5 to 10,2
6102866,Hakkasan,United Kingdom,London,Chinese Dim Sum,2013-01-12,2013,1,1,January,6,Saturday,10,4,148.8,4.8,Yes,No,morethan 25,5
7300868,Talho Capixaba,Brazil,Rio de Janeiro,Bakery Sandwich Brazilian,2011-08-15,2011,8,3,August,1,Monday,5,2,24,4.4,No,No,morethan 25,5
5916112,Ak Kahve,Turkey,ÛÁstanbul,Restaurant Cafe,2017-08-13,2017,8,3,August,7,Sunday,5,2,6,4,No,No,5 to 10,2
6700846,Kawa Sushi,Brazil,Sí£o Paulo,Sushi Japanese,2011-07-11,2011,7,3,July,1,Monday,4,2,24,3.5,No,No,morethan 25,5
7003682,Baduzzi,New Zealand,Auckland,Italian,2018-07-27,2018,7,3,July,5,Friday,4,2,72,4.6,No,No,morethan 25,5
6701257,Meats,Brazil,Sí£o Paulo,Gourmet Fast Food Burger,2015-05-23,2015,5,2,May,6,Saturday,2,1,24,4.3,No,No,morethan 25,5
6900674,Purnells,United Kingdom,Birmingham,Contemporary,2017-01-12,2017,1,1,January,4,Thursday,10,4,148.8,4.5,No,No,morethan 25,5
7300515,Garota de Ipanema,Brazil,Rio de Janeiro,Brazilian Bar Food,2014-01-28,2014,1,1,January,2,Tuesday,10,4,24,4.9,No,No,morethan 25,5
18455531,Bun Intended,India,New Delhi,Burger American Fast Food,2018-05-16,2018,5,2,May,3,Wednesday,2,1,10.2,3.9,No,Yes,10 to 15,3
306555,True Blue,India,New Delhi,Chinese North Indian,2013-05-04,2013,5,2,May,6,Saturday,2,1,10.8,3.3,Yes,No,10 to 15,3
3094,True Blue,India,New Delhi,North Indian Mughlai Chinese,2013-05-15,2013,5,2,May,3,Wednesday,2,1,10.8,3,Yes,No,10 to 15,3
301227,Ada e Haandis,India,New Delhi,North Indian Mughlai Chinese,2013-05-18,2013,5,2,May,6,Saturday,2,1,9,2.4,No,Yes,5 to 10,2
18241878,Bablu ChicInn,India,New Delhi,Mughlai North Indian,2017-05-18,2017,5,2,May,4,Thursday,2,1,9,2.6,No,Yes,5 to 10,2
6713413,Les 3 Brasseurs,Brazil,Sí£o Paulo,French Brazilian Beverages,2014-01-23,2014,1,1,January,4,Thursday,10,4,24,4.6,No,No,morethan 25,5
6713772,Sainte Marie Gastronomia,Brazil,Sí£o Paulo,Lebanese Arabian,2011-01-19,2011,1,1,January,3,Wednesday,10,4,24,4.1,No,No,morethan 25,5
5601404,Peking Chinese Restaurant,United Arab Emirates,Sharjah,Chinese Thai,2018-01-16,2018,1,1,January,2,Tuesday,10,4,35.1,3.8,No,Yes,morethan 25,5
5927248,Draft Gastro Pub,Turkey,ÛÁstanbul,Bar Food,2018-01-20,2018,1,1,January,6,Saturday,10,4,6.5,4.9,No,No,5 to 10,2
7303219,Pesqueiro Eco Gourmet,Brazil,Rio de Janeiro,Seafood Bar Food Brazilian,2014-01-08,2014,1,1,January,3,Wednesday,10,4,28,4,No,No,morethan 25,5
6706211,Paribar,Brazil,Sí£o Paulo,Brazilian Italian,2017-09-27,2017,9,3,September,3,Wednesday,6,2,30,4.3,No,No,morethan 25,5
823,Al Kuresh,India,New Delhi,Chinese North Indian,2010-04-05,2010,4,2,April,1,Monday,1,1,10.2,3.3,No,Yes,10 to 15,3
7304312,DOC Ristorante,Brazil,Rio de Janeiro,Italian,2011-05-08,2011,5,2,May,7,Sunday,2,1,30,4,No,No,morethan 25,5
602,Cafe Coffee Day  The Lounge,India,New Delhi,Cafe,2015-04-05,2015,4,2,April,7,Sunday,1,1,9,3.2,No,No,5 to 10,2
6601595,Outback Steakhouse,Brazil,Brasí_lia,American Grill,2013-04-22,2013,4,2,April,1,Monday,1,1,30,4,No,No,morethan 25,5
18312632,Pho King Awesome,India,New Delhi,Asian,2017-04-15,2017,4,2,April,6,Saturday,1,1,10.2,4.1,No,Yes,10 to 15,3
5602377,Paper Fig,United Arab Emirates,Sharjah,Cafe Bakery Desserts,2018-03-21,2018,3,1,March,3,Wednesday,12,4,40.5,4.5,No,No,morethan 25,5
18426586,7st by Mumbai Spices,Qatar,Doha,Indian Street Food,2016-03-28,2016,3,1,March,1,Monday,12,4,40.5,3.4,No,No,morethan 25,5
18350118,Dialogue Lounge  Caf,India,New Delhi,Cafe Continental,2013-04-04,2013,4,2,April,4,Thursday,1,1,9,3,No,No,5 to 10,2
17957917,The Manhattan FISH MARKET,Qatar,Doha,Seafood American,2013-03-17,2013,3,1,March,7,Sunday,12,4,40.5,4,No,No,morethan 25,5
18233599,The Chocolate Room,India,New Delhi,Cafe Italian Mexican Salad Desserts,2018-04-10,2018,4,2,April,2,Tuesday,1,1,10.2,3.4,Yes,Yes,10 to 15,3
313206,Nizams Kathi Kabab,India,New Delhi,North Indian Fast Food,2011-04-16,2011,4,2,April,6,Saturday,1,1,10.8,4,Yes,Yes,10 to 15,3
6000409,Cafemiz,Turkey,Ankara,World Cuisine Mexican Italian,2014-01-25,2014,1,1,January,6,Saturday,10,4,7.5,4.4,No,No,5 to 10,2
558,Kents Fast Food,India,New Delhi,North Indian Chinese Fast Food,2018-04-19,2018,4,2,April,4,Thursday,1,1,10.8,2.8,No,No,10 to 15,3
6600083,Villa Tevere,Brazil,Brasí_lia,Italian,2016-01-06,2016,1,1,January,3,Wednesday,10,4,30,4.1,No,No,morethan 25,5
18261165,The Drunkyard Cafe,India,New Delhi,North Indian Chinese Continental Thai,2018-04-23,2018,4,2,April,1,Monday,1,1,10.2,3,Yes,No,10 to 15,3
18216942,Big Wong,India,New Delhi,Chinese Thai,2011-04-01,2011,4,2,April,5,Friday,1,1,10.8,4.3,No,Yes,10 to 15,3
18287382,Nutritious Nation,India,New Delhi,Healthy Food Continental Juices Salad,2013-04-05,2013,4,2,April,5,Friday,1,1,10.8,3.6,Yes,Yes,10 to 15,3
5600701,Nandos,United Arab Emirates,Sharjah,African Portuguese,2012-04-11,2012,4,2,April,3,Wednesday,1,1,43.2,4.2,No,Yes,morethan 25,5
6800782,The French by Simon Rogan  The Midland,United Kingdom,Manchester,French,2012-05-26,2012,5,2,May,6,Saturday,2,1,198.4,4.3,No,No,morethan 25,5
313269,Tossin Pizza,India,New Delhi,Pizza Italian,2013-04-16,2013,4,2,April,2,Tuesday,1,1,10.8,4.1,Yes,Yes,10 to 15,3
18336481,Twisted Tacos,India,New Delhi,Mexican,2010-04-04,2010,4,2,April,7,Sunday,1,1,10.2,3.4,No,Yes,10 to 15,3
18318801,Roti  Boti,Qatar,Doha,Indian,2010-03-06,2010,3,1,March,6,Saturday,12,4,43.2,3.9,No,No,morethan 25,5
6201312,Zaoq,Qatar,Doha,Pakistani,2016-06-27,2016,6,2,June,1,Monday,3,1,45.9,4.2,No,No,morethan 25,5
7300483,Zaz Bistr Tropical,Brazil,Rio de Janeiro,Brazilian,2010-05-09,2010,5,2,May,7,Sunday,2,1,34,4.6,No,No,morethan 25,5
18322518,Nazeer Delicacies,India,New Delhi,North Indian Mughlai,2013-04-22,2013,4,2,April,1,Monday,1,1,10.8,3.3,Yes,No,10 to 15,3
7300612,Amir,Brazil,Rio de Janeiro,Lebanese,2015-04-02,2015,4,2,April,4,Thursday,1,1,34,4.2,No,No,morethan 25,5
5915807,Huqqa,Turkey,ÛÁstanbul,Italian World Cuisine,2014-01-26,2014,1,1,January,7,Sunday,10,4,8.5,3.7,No,No,5 to 10,2
18277098,Genghis Grill,United Arab Emirates,Abu Dhabi,Asian,2012-09-15,2012,9,3,September,6,Saturday,6,2,48.6,4.6,No,No,morethan 25,5
18241524,736 AD,India,New Delhi,North Indian Continental Italian Chinese,2011-04-24,2011,4,2,April,7,Sunday,1,1,10.8,4.1,No,No,10 to 15,3
18249122,Habibi Express,India,New Delhi,Lebanese Arabian Moroccan,2018-03-06,2018,3,1,March,2,Tuesday,12,4,9,2.3,No,Yes,5 to 10,2
60,Colonels Kababz,India,New Delhi,North Indian Mughlai,2012-03-11,2012,3,1,March,7,Sunday,12,4,10.8,3.2,Yes,No,10 to 15,3
7001670,Eight  The Langham Hotel,New Zealand,Auckland,European,2015-09-09,2015,9,3,September,3,Wednesday,6,2,114,4.7,No,No,morethan 25,5
18212135,Dennys,United Arab Emirates,Abu Dhabi,American,2017-01-15,2017,1,1,January,7,Sunday,10,4,51.3,4.6,No,No,morethan 25,5
5702574,The Cheesecake Factory,United Arab Emirates,Abu Dhabi,American Desserts,2012-07-01,2012,7,3,July,7,Sunday,4,2,54,4.6,No,No,morethan 25,5
6201972,Eatopia,Qatar,Doha,European Arabian Japanese Bakery Desserts,2013-07-24,2013,7,3,July,3,Wednesday,4,2,54,3.9,No,No,morethan 25,5
309820,Dner Grill,India,New Delhi,Fast Food Turkish,2017-03-26,2017,3,1,March,7,Sunday,12,4,10.8,3.7,No,Yes,10 to 15,3
6601218,New Koto,Brazil,Brasí_lia,Japanese,2014-02-28,2014,2,1,February,5,Friday,11,4,40,3.7,No,No,morethan 25,5
6700402,Paris 6 Classique,Brazil,Sí£o Paulo,French,2011-01-23,2011,1,1,January,7,Sunday,10,4,40,3.4,No,No,morethan 25,5
7100119,Hippopotamus  Museum Hotel,New Zealand,Wellington City,French Kiwi,2016-01-22,2016,1,1,January,5,Friday,10,4,120,4.4,No,No,morethan 25,5
18484464,Colony,Singapore,Singapore,Asian Continental Seafood,2016-01-27,2016,1,1,January,3,Wednesday,10,4,220,3.8,No,No,lessthan 5,5
18369763,Instapizza,India,New Delhi,Pizza Fast Food,2014-03-13,2014,3,1,March,4,Thursday,12,4,10.8,3.9,No,Yes,10 to 15,3
6200383,Applebees,Qatar,Doha,American TexMex,2015-03-08,2015,3,1,March,7,Sunday,12,4,59.4,3.8,No,No,morethan 25,5
6600427,Coco Bambu,Brazil,Brasí_lia,International,2017-05-07,2017,5,2,May,7,Sunday,2,1,46,4.9,No,No,morethan 25,5
5701446,Olive Garden,United Arab Emirates,Abu Dhabi,Italian Pizza,2012-04-28,2012,4,2,April,6,Saturday,1,1,62.1,4.1,No,No,morethan 25,5
6601589,Coco Bambu,Brazil,Brasí_lia,International,2015-03-23,2015,3,1,March,1,Monday,12,4,46,4.2,No,No,morethan 25,5
6711666,Kinoshita,Brazil,Sí£o Paulo,Sushi,2014-02-24,2014,2,1,February,1,Monday,11,4,46,3.9,No,No,morethan 25,5
6113680,Restaurant Gordon Ramsay,United Kingdom,London,French,2011-01-20,2011,1,1,January,4,Thursday,10,4,285.2,4.7,No,No,morethan 25,5
6601158,Manzu,Brazil,Brasí_lia,Seafood,2011-01-20,2011,1,1,January,4,Thursday,10,4,48,3.2,No,No,morethan 25,5
3494,Hot Chimney,India,New Delhi,North Indian Chinese Mughlai,2011-03-09,2011,3,1,March,3,Wednesday,12,4,10.2,2.5,Yes,No,10 to 15,3
310848,Beliram Degchiwala,India,New Delhi,North Indian Mughlai Chinese,2014-03-24,2014,3,1,March,1,Monday,12,4,10.8,3.5,No,Yes,10 to 15,3
572,Madhuban,India,New Delhi,North Indian Mughlai Chinese,2011-03-17,2011,3,1,March,4,Thursday,12,4,10.2,3.1,Yes,No,10 to 15,3
3131,Mamas Nu Khana Khazana,India,New Delhi,North Indian Chinese Mughlai,2010-03-08,2010,3,1,March,1,Monday,12,4,10.8,2.6,Yes,No,10 to 15,3
300258,Cafe Coffee Day  The Lounge,India,New Delhi,Cafe,2016-03-24,2016,3,1,March,4,Thursday,12,4,9,2.5,No,No,5 to 10,2
5600556,TGI Fridays,United Arab Emirates,Sharjah,American Mexican,2017-09-24,2017,9,3,September,7,Sunday,6,2,67.5,3.9,No,Yes,morethan 25,5
5601521,Applebees,United Arab Emirates,Sharjah,American Mexican Burger,2011-09-09,2011,9,3,September,5,Friday,6,2,67.5,4.1,No,Yes,morethan 25,5
305763,The Owls Kitchen,India,New Delhi,North Indian Italian Fast Food,2014-03-11,2014,3,1,March,2,Tuesday,12,4,10.8,3.5,No,Yes,10 to 15,3
5701052,Applebees,United Arab Emirates,Abu Dhabi,American Mexican Seafood,2013-01-01,2013,1,1,January,2,Tuesday,10,4,67.5,4,No,Yes,morethan 25,5
18431179,Indian Saffron Co,India,New Delhi,North Indian Mughlai,2018-03-07,2018,3,1,March,3,Wednesday,12,4,10.8,4.2,No,Yes,10 to 15,3
18295472,Gymkhana,Qatar,Doha,Indian,2012-01-06,2012,1,1,January,5,Friday,10,4,67.5,4.7,Yes,No,morethan 25,5
6202039,Mainland China Restaurant,Qatar,Doha,Chinese,2014-09-13,2014,9,3,September,6,Saturday,6,2,67.5,4.9,No,No,morethan 25,5
18425995,Texas Roadhouse,Qatar,Doha,Steak American,2011-09-10,2011,9,3,September,6,Saturday,6,2,67.5,4,No,No,morethan 25,5
18161577,Spezia Bistro,India,New Delhi,Cafe Continental Chinese Italian,2010-02-27,2010,2,1,February,6,Saturday,11,4,10.8,4.6,Yes,Yes,10 to 15,3
7300004,Sushi Leblon,Brazil,Rio de Janeiro,Japanese,2014-06-02,2014,6,2,June,1,Monday,3,1,50,4.6,No,No,morethan 25,5
7302140,Shirley,Brazil,Rio de Janeiro,Brazilian Seafood,2014-06-15,2014,6,2,June,7,Sunday,3,1,50,4.2,No,No,morethan 25,5
5701917,PF Changs,United Arab Emirates,Abu Dhabi,Chinese,2012-06-21,2012,6,2,June,4,Thursday,3,1,67.5,4.2,No,No,morethan 25,5
6706313,Cantina Famiglia Mancini,Brazil,Sí£o Paulo,Italian Pizza,2014-03-04,2014,3,1,March,2,Tuesday,12,4,50,4.5,No,No,morethan 25,5
6704326,Templo da Carne  Marcos Bassi,Brazil,Sí£o Paulo,Steak BBQ,2015-02-06,2015,2,1,February,5,Friday,11,4,50,4.4,No,No,morethan 25,5
5704255,Famous Daves Barbecue,United Arab Emirates,Abu Dhabi,American,2014-01-26,2014,1,1,January,7,Sunday,10,4,70.2,4.6,No,Yes,morethan 25,5
18484349,Cut By Wolfgang Puck,Singapore,Singapore,American Steak,2011-04-06,2011,4,2,April,3,Wednesday,1,1,270,4,No,No,lessthan 5,5
18458339,The Midnight Heroes,India,New Delhi,North Indian Biryani Chinese Fast Food,2011-02-16,2011,2,1,February,3,Wednesday,11,4,11.4,3.7,No,Yes,10 to 15,3
18483372,Sky On 57,Singapore,Singapore,Chinese Continental Singaporean,2017-01-09,2017,1,1,January,1,Monday,10,4,300,3.4,No,No,lessthan 5,5
18204494,King Bar  Restaurant,India,New Delhi,North Indian Chinese Continental,2010-02-26,2010,2,1,February,5,Friday,11,4,10.8,3,Yes,No,10 to 15,3
311440,Habibi Express,India,New Delhi,Lebanese Arabian Moroccan,2012-02-21,2012,2,1,February,2,Tuesday,11,4,10.8,2.2,No,Yes,10 to 15,3
18421026,Hearken Caf,India,New Delhi,Cafe,2015-02-23,2015,2,1,February,1,Monday,11,4,10.8,4,No,Yes,10 to 15,3
18483051,Summer Pavilion,Singapore,Singapore,Chinese Seafood Cantonese Dim Sum,2014-01-13,2014,1,1,January,1,Monday,10,4,300,3.9,No,No,lessthan 5,5
6700475,Skye  Hotel Unique,Brazil,Sí£o Paulo,Beverages International,2014-07-04,2014,7,3,July,5,Friday,4,2,60,4.8,No,No,morethan 25,5
6517396,Momo Baohaus,South Africa,Johannesburg,Asian Sushi Tapas,2017-07-13,2017,7,3,July,4,Thursday,4,2,15.3,4.3,No,No,15 to 20,4
18107765,Zaffran Dining Experience,Qatar,Doha,Indian,2010-06-12,2010,6,2,June,6,Saturday,3,1,81,4.6,No,No,morethan 25,5
18337845,Coco Safar,South Africa,Cape Town,Cafe Patisserie,2015-06-28,2015,6,2,June,7,Sunday,3,1,15.3,4.1,No,No,15 to 20,4
18199742,El Pistolero,South Africa,Pretoria,Mexican,2017-05-03,2017,5,2,May,3,Wednesday,2,1,15.3,4.3,No,No,15 to 20,4
201531,Hard Rock Cafe,United Arab Emirates,Dubai,American Burger,2011-01-23,2011,1,1,January,7,Sunday,10,4,81,4.5,No,No,morethan 25,5
7302898,Aprazvel,Brazil,Rio de Janeiro,Brazilian,2013-01-21,2013,1,1,January,1,Monday,10,4,60,4.7,No,No,morethan 25,5
6702159,A Figueira Rubaiyat,Brazil,Sí£o Paulo,BBQ Grill Brazilian,2011-01-13,2011,1,1,January,4,Thursday,10,4,60,4.3,No,No,morethan 25,5
6517404,The Smokehouse and Grill,South Africa,Sandton,Steak,2013-01-24,2013,1,1,January,4,Thursday,10,4,15.3,4.4,No,No,15 to 20,4
310169,Tipu Sultan,India,New Delhi,North Indian Mughlai,2011-02-08,2011,2,1,February,2,Tuesday,11,4,10.2,3.7,Yes,Yes,10 to 15,3
18238595,Brooklyn Brothers,South Africa,Pretoria,Burger American Beverages,2016-01-24,2016,1,1,January,7,Sunday,10,4,15.3,3.8,No,No,15 to 20,4
2893,Cafe Brown Sugar,India,New Delhi,Fast Food,2011-01-27,2011,1,1,January,4,Thursday,10,4,9,3.6,No,Yes,5 to 10,2
18483085,Rhubarb Le Restaurant,Singapore,Singapore,French,2012-01-19,2012,1,1,January,4,Thursday,10,4,315,3.9,No,No,lessthan 5,5
18318846,Spice  The Indian Kitchen,South Africa,Pretoria,Indian Asian Durban International Desserts,2011-09-14,2011,9,3,September,3,Wednesday,6,2,16.32,4.3,No,No,15 to 20,4
3173,Pind Balluchi,India,New Delhi,North Indian Mughlai,2016-01-25,2016,1,1,January,1,Monday,10,4,10.2,2.6,Yes,Yes,10 to 15,3
303704,New Angaar Hyderabadi,India,New Delhi,Hyderabadi,2016-01-09,2016,1,1,January,6,Saturday,10,4,9,3.1,Yes,Yes,5 to 10,2
1931,Spicy by Nature,India,New Delhi,North Indian Mughlai Chinese,2014-01-12,2014,1,1,January,7,Sunday,10,4,10.8,2.7,Yes,No,10 to 15,3
6401789,tashas,South Africa,Cape Town,Cafe Mediterranean,2014-07-11,2014,7,3,July,5,Friday,4,2,16.32,4.1,No,No,15 to 20,4
310666,Enigma Lounge,India,New Delhi,Chinese North Indian,2011-01-22,2011,1,1,January,6,Saturday,10,4,9,2.8,No,No,5 to 10,2
75031,Geet Indian Restaurant,South Africa,Pretoria,Indian,2014-03-23,2014,3,1,March,7,Sunday,12,4,16.32,4.4,No,No,15 to 20,4
5703500,Punjab Grill,United Arab Emirates,Abu Dhabi,Indian North Indian,2015-08-12,2015,8,3,August,3,Wednesday,5,2,89.1,4.9,Yes,No,morethan 25,5
6516432,Salsa Mexican Grill,South Africa,Sandton,Mexican,2015-02-27,2015,2,1,February,5,Friday,11,4,16.83,4.3,No,No,15 to 20,4
5700052,Cho Gao  Crowne Plaza Abu Dhabi,United Arab Emirates,Abu Dhabi,Thai Japanese Chinese Indonesian Vietnamese,2012-04-22,2012,4,2,April,7,Sunday,1,1,94.5,4.4,Yes,Yes,morethan 25,5
6502688,Craft,South Africa,Johannesburg,European Pizza,2013-07-23,2013,7,3,July,2,Tuesday,4,2,17.85,4.1,No,No,15 to 20,4
6502341,The Wolfpack,South Africa,Johannesburg,American Burger,2017-07-16,2017,7,3,July,7,Sunday,4,2,17.85,4.1,No,No,15 to 20,4
6600116,Gero,Brazil,Brasí_lia,Italian,2015-06-20,2015,6,2,June,6,Saturday,3,1,70,3.3,No,No,morethan 25,5
6515130,Hudsons,South Africa,Johannesburg,Burger Finger Food Pizza,2016-04-10,2016,4,2,April,7,Sunday,1,1,17.85,4,No,No,15 to 20,4
3383,Ahad Sons Restaurant,India,New Delhi,Kashmiri,2014-01-15,2014,1,1,January,3,Wednesday,10,4,9,3.4,No,No,5 to 10,2
306841,Bablu Chic Inn,India,New Delhi,Mughlai North Indian,2013-01-06,2013,1,1,January,7,Sunday,10,4,9,3.6,No,No,5 to 10,2
6401054,Kloof Street House,South Africa,Cape Town,Mediterranean,2012-01-05,2012,1,1,January,4,Thursday,10,4,17.85,4.5,No,No,15 to 20,4
18199767,Carbon Bistro,South Africa,Pretoria,Burger Steak Seafood,2013-09-06,2013,9,3,September,5,Friday,6,2,18.36,4.1,No,No,15 to 20,4
309072,Panda Wokk,India,New Delhi,Chinese Thai,2018-01-25,2018,1,1,January,4,Thursday,10,4,11.4,3.4,Yes,Yes,10 to 15,3
6502857,Remos Maximilliano,South Africa,Sandton,Italian Pizza,2014-05-17,2014,5,2,May,6,Saturday,2,1,18.36,3.8,No,No,15 to 20,4
6401732,La Parada,South Africa,Cape Town,Spanish Tapas,2018-01-17,2018,1,1,January,3,Wednesday,10,4,18.36,3.7,No,No,15 to 20,4
306107,Great Plates By AJ,India,New Delhi,North Indian Chinese Mughlai,2018-01-23,2018,1,1,January,2,Tuesday,10,4,10.8,3.1,Yes,Yes,10 to 15,3
18241861,Pipes  Hipes,India,New Delhi,North Indian Chinese Fast Food,2017-01-08,2017,1,1,January,7,Sunday,10,4,10.8,3,Yes,No,10 to 15,3
18228903,Yo Wok,India,New Delhi,Chinese Japanese Thai,2013-01-14,2013,1,1,January,1,Monday,10,4,9,2.8,Yes,No,5 to 10,2
75728,Blos Cafe,South Africa,Pretoria,Cafe Burger Tapas South African European Grill,2012-06-03,2012,6,2,June,7,Sunday,3,1,19.89,3.9,No,No,15 to 20,4
18376948,Old Town Italy,South Africa,Pretoria,Cafe Italian Pizza European Bakery Deli,2018-09-14,2018,9,3,September,5,Friday,6,2,20.4,3.9,No,No,morethan 25,5
1054,Alkakori,India,New Delhi,North Indian Mughlai,2012-01-22,2012,1,1,January,7,Sunday,10,4,10.2,3.6,No,Yes,10 to 15,3
18232108,Dner Grill,India,New Delhi,Fast Food Turkish,2018-01-28,2018,1,1,January,7,Sunday,10,4,10.8,3.9,No,Yes,10 to 15,3
6515339,Cafe Del Sol Botanico,South Africa,Sandton,Italian Pizza Beverages Desserts Grill Seafood,2018-09-12,2018,9,3,September,3,Wednesday,6,2,20.4,4.4,No,No,morethan 25,5
300300,Mamas Chinese Kitchen,India,New Delhi,Chinese,2013-01-15,2013,1,1,January,2,Tuesday,10,4,9,3,No,No,5 to 10,2
313296,Nature Hut Cafe,India,New Delhi,Chinese Thai Continental Fast Food North Indian,2013-01-27,2013,1,1,January,7,Sunday,10,4,9,3.9,Yes,Yes,5 to 10,2
6201360,Paper Moon,Qatar,Doha,Italian,2015-08-06,2015,8,3,August,4,Thursday,5,2,108,4.5,No,No,morethan 25,5
6517568,Jamies Italian,South Africa,Sandton,Italian,2011-08-12,2011,8,3,August,5,Friday,5,2,20.4,4.1,No,No,morethan 25,5
6516831,The Big Mouth,South Africa,Sandton,Grill Steak Burger Sushi Tapas,2011-07-08,2011,7,3,July,5,Friday,4,2,20.4,4.3,No,No,morethan 25,5
75764,Life Grand Cafe,South Africa,Pretoria,Italian Mediterranean Sushi Desserts,2013-04-12,2013,4,2,April,5,Friday,1,1,20.4,4.1,No,No,morethan 25,5
6000019,NusrEt,Turkey,Ankara,Steak,2010-04-09,2010,4,2,April,5,Friday,1,1,20,4.1,No,No,15 to 20,4
307195,De Bistro,India,New Delhi,Chinese Fast Food,2013-01-05,2013,1,1,January,6,Saturday,10,4,10.2,3.3,Yes,No,10 to 15,3
307383,Clever Fox Cafe,India,New Delhi,North Indian Continental Chinese,2010-01-23,2010,1,1,January,6,Saturday,10,4,10.8,3.2,Yes,No,10 to 15,3
6705858,Terrao Itlia,Brazil,Sí£o Paulo,Italian,2018-01-11,2018,1,1,January,4,Thursday,10,4,80,4.4,No,No,morethan 25,5
75026,Baobab Cafe  Grill,South Africa,Pretoria,Cafe Grill,2012-07-23,2012,7,3,July,1,Monday,4,2,20.91,4,No,No,morethan 25,5
18483222,Jaan,Singapore,Singapore,French,2010-01-25,2010,1,1,January,1,Monday,10,4,430,3.8,No,No,lessthan 5,5
18261203,Sabai Thai  The Westin Doha Hotel  Spa,Qatar,Doha,Thai,2013-04-09,2013,4,2,April,2,Tuesday,1,1,120.15,4.3,No,No,morethan 25,5
7681,Korea Restaurant,India,New Delhi,Korean,2010-01-15,2010,1,1,January,5,Friday,10,4,10.8,3,Yes,No,10 to 15,3
312345,The Hudson Cafe,India,New Delhi,Cafe Italian Continental Chinese,2011-01-02,2011,1,1,January,7,Sunday,10,4,10.2,4.4,No,Yes,10 to 15,3
6402163,Grand Caf  Beach,South Africa,Cape Town,Seafood African Sushi,2015-09-14,2015,9,3,September,1,Monday,6,2,22.95,3.8,No,No,morethan 25,5
18241514,Moti Mahal Delux,India,New Delhi,North Indian Mughlai,2012-01-05,2012,1,1,January,4,Thursday,10,4,11.4,2.8,Yes,Yes,10 to 15,3
18349796,Chargrill Resto Bar,India,New Delhi,North Indian European South Indian,2015-01-07,2015,1,1,January,3,Wednesday,10,4,10.8,3.6,Yes,Yes,10 to 15,3
75576,Harissa Bistro,South Africa,Pretoria,European South African Steak,2018-09-02,2018,9,3,September,7,Sunday,6,2,22.95,4.5,No,No,morethan 25,5
75027,Kream,South Africa,Pretoria,African,2015-08-02,2015,8,3,August,7,Sunday,5,2,22.95,4.7,No,No,morethan 25,5
18433897,Bercos,India,New Delhi,Chinese Thai,2014-01-13,2014,1,1,January,1,Monday,10,4,10.8,1,No,No,10 to 15,3
6515135,Escondido Tapas,South Africa,Sandton,Mediterranean,2012-08-05,2012,8,3,August,7,Sunday,5,2,22.95,4.4,No,No,morethan 25,5
18204217,Gemelli Cucina Bar,South Africa,Sandton,Contemporary Italian,2016-04-18,2016,4,2,April,1,Monday,1,1,22.95,4.8,No,No,morethan 25,5
